medcode,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,readcode_gemscript,Severity,cut_off,scale,Reference_std,individual,system
R636,Insufficient intake of food and water due to self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",3,ICD-10
Z743,Need for continuous supervision,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",1,ICD-10
Z748,Other problems related to care-provider dependency,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,1,ICD-10
Z728,Other problems related to lifestyle,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",1,ICD-10
Z63,"Other problems related to primary support group, including family circumstances",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",3,ICD-10
Z912,Personal history of poor personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,2,ICD-10
Z749,"Problem related to care-provider dependency, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,1,ICD-10
Z729,"Problem related to lifestyle, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",1,ICD-10
Z639,"Problem related to primary support group, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,1,ICD-10
Z609,"Problem related to social environment, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,3,ICD-10
Z74,Problems related to care-provider dependency,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",1,ICD-10
Z72,Problems related to lifestyle,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",1,ICD-10
Z643,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,3,ICD-10
Z642,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",3,ICD-10
Z735,"Social role conflict, not elsewhere classified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",3,ICD-10
Z753,Unavailability and inaccessibility of health-care facilities,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",3,ICD-10
Z754,Unavailability and inaccessibility of other helping agencies,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,3,ICD-10
R460,Very low level of personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","","",2,ICD-10
p_P072,Deinfibulation of vulva,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,2,OPCS-4
p_R272,Deinfibulation of vulva to facilitate delivery,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,2,OPCS-4
Z917,Personal history of female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,"","","","",2,2,ICD-10
Y072,By acquaintance or friend,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Y073,By official authorities,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Y078,By other specified persons,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Y071,By parent,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Y070,By spouse or partner,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
T749,"Maltreatment syndrome, unspecified",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
T74,Maltreatment syndromes,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Y07,Other maltreatment,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
T748,Other maltreatment syndromes,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Z918,"Personal history of other specified risk-factors, not elsewhere classified",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Z62819,Personalhistoryofunspecifiedabuseinchildhood,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
p_P072,Deinfibulation of vulva,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,OPCS-4
p_R272,Deinfibulation of vulva to facilitate delivery,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,OPCS-4
Z917,Personal history of female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Z62813,Personal history of forced labor or sexual exploitation in childhood,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Z62810,Personal history of physical and sexual abuse in childhood,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
T741,Physical abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
T742,Sexual abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","",1,1,ICD-10
Z626,Inappropriate parental pressure and other abnormal qualities of upbringing,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","","",1,ICD-10
X549,Lack of water,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"",Unspecified place,"","","",1,ICD-10
3481,Anoxicbraindamage,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,2465.00,"","","","",1,ICD-9
F942,Disinhibited attachment disorder of childhood,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","","",1,ICD-10
P043,Fetus and newborn affected by maternal use of alcohol,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","","",1,ICD-10
Z586,Inadequate drinking-water supply,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","","",1,ICD-10
Z597,Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","","",1,ICD-10
O355,Maternal care for (suspected) damage to fetus by drugs,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse (merged)",CM,CM,"","","","","",3,ICD-10
Z623,Hostility towards and scapegoating of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,3,ICD-10
Z62811,Personalhistoryofpsychologicalabuseinchildhood,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
T743,Psychological abuse,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
Z605,Target of perceived adverse discrimination and persecution,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
Y062,By acquaintance or friend,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
Y068,By other specified persons,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
Y061,By parent,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
Y060,By spouse or partner,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
Y069,By unspecified person,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
Z624,Emotional neglect of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,3,ICD-10
Q860,Fetal alcohol syndrome (dysmorphic),CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
P044,Fetus and newborn affected by maternal use of drugs of addiction,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,3,ICD-10
Z620,Inadequate parental supervision and control,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,3,ICD-10
Y06,Neglect and abandonment,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
T740,Neglect or abandonment,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
P961,Neonatal withdrawal symptoms from maternal use of drugs of addiction,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,3,ICD-10
Z625,Other problems related to neglect in upbringing,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
Z62812,Personalhistoryofneglectinchildhood,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,"","","","",1,1,ICD-10
Z022,Examination for admission to residential institutions,CM5,Child in care,Child in care,CM,CM,"","","","",1,1,ICD-10
Z622,Institutional upbringing,CM5,Child in care,Child in care,CM,CM,"","","","",1,1,ICD-10
Z6222,Institutionalupbringing,CM5,Child in care,Child in care,CM,CM,"","","","",1,1,ICD-10
Z6229,Otherupbringingawayfromparents,CM5,Child in care,Child in care,CM,CM,"","","","",1,1,ICD-10
Z593,Problems related to living in residential institution,CM5,Child in care,Child in care,CM,CM,"","","","",1,1,ICD-10
Z611,Removal from home in childhood,CM5,Child in care,Child in care,CM,CM,"","","","",1,1,ICD-10
Z101,Routine general health check-up of inhabitants of institutions,CM5,Child in care,Child in care,CM,CM,"","","","",1,1,ICD-10
65,Local Authority residential accommodation i.e. where care is provided,CM5,Child in care,Child in care,CM,CM,"","","","",1,1,HESAPC_DISDEST_OR_ADMISORC
66,"Local authority foster care, but not in residential accommodation i.e. where care is provided",CM5,Child in care,Child in care,CM,CM,"","","","",1,1,HESAPC_DISDEST_OR_ADMISORC
Y079,By unspecified person,CM6,Child maltreatment NOS,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","",2,1,ICD-10
Z638,Other specified problems related to primary support group,CM6,Child maltreatment NOS,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","",2,1,ICD-10
Y349,"Unspecified event, undetermined intent",CM6,Child maltreatment NOS,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","",2,1,ICD-10
Z602,Living alone,CM6,Child in care,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","","",1,ICD-10
Z650,Conviction in civil and criminal proceedings without imprisonment,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","","",2,ICD-10
Z651,Imprisonment and other incarceration,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","","",2,ICD-10
Y35,Legal intervention,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","","",2,ICD-10
Y353,Legal intervention involving blunt objects,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","","",2,ICD-10
Y351,Legal intervention involving explosives,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","","",2,ICD-10
Y350,Legal intervention involving firearm discharge,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","","",2,ICD-10
Y352,Legal intervention involving gas,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","","",2,ICD-10
Y356,Legal intervention involving other specified means,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,"","","","","",2,ICD-10
