code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual
16714	[X]Psychogenic dyspepsia	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
15483	Psychogenic cough	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
36500	[X]Elective mutism	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
18032	[X]Separation anxiety disorder of childhood	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
49628	"[X]Neurotic disorder, unspecified"	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
23354	Hysteria NOS	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
27633	[X]Dissociative anaesthesia and sensory loss	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
17687	[X]Dream anxiety disorder	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
35311	[X]Conversion hysteria	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
32034	Psychogenic air hunger	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
34696	Hysterical paralysis	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
40739	Beck anxiety standardised rating scale	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem		1		read	2
38543	Weight fixation	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
30680	[X]Dysmorphophobia nondelusional	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
15811	"Neurotic condition, insight present"	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
100086	[X]Globus hystericus	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
29461	Psychogenic skin symptoms	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
4269	Hysterical amnesia	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
26295	Reducing anxiety	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
3438	Hysterical blindness	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
30179	[X]Persistent somatoform pain disorder	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
23413	Psychogenic yawning	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
23496	[V]Social maladjustment	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
15224	Psychogenic skin symptoms NOS	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
24066	[X]Other specified anxiety disorders	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
28167	[X]Anxiety hysteria	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
33702	Fit - hysterical	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
11339	"[X]Occupational neurosis, including writer's cramp"	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
15284	Neurocirculatory asthenia	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
26331	O/E - fearful mood	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
24351	[X]Phobic anxiety disorder of childhood	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
28106	Acrophobia	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
25522	Dependent drug detoxification	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
42410	Neuroses or other mental disorder NOS	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
11280	[X]Claustrophobia	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
29448	Psychogenic cardiovascular symptoms	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
37695	Globus abdominalis	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
12715	[X]Psychogenic cough	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
53067	Encounter for fear	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
27742	Stage fright	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
27685	[X]Other phobic anxiety disorders	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
31672	Fear of crowds	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
23598	Hysterical tremor	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
51613	[V]Personal history of neurosis	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
42000	Other neurotic disorders	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
62002	[X]Other somatoform disorders	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
7716	Elective mutism due to an adjustment reaction	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
23327	Adolescent emancipation disorder	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
15034	Psychogenic cardiovascular symptom NOS	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
108245	Anxiety screening using questions	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem		1		read	2
44586	[X]Psychogenic syncope	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
37089	[X]Psychogenic dyspareunia	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
39747	[X]Trance and possession disorders	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
90198	Reinduction to methadone maintenance therapy	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
40311	Psychalgia	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
41615	Psychogenic aphonia	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
40994	[X]Dissociative amnesia	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
27588	[X]Hysteria	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
43316	[X]Psychogenic diarrhoea	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
29322	Compensation neurosis	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
41066	Depression anxiety stress scales stress score	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem		1		read	2
32632	[X]Da Costa's syndrome	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
36541	Mutism of childhood or adolescence	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	symptom			read	2
44212	Psychogenic musculoskeletal symptoms	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
50778	"Hypnotic or anxiolytic dependence, episodic"	Anxiety disorder	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem	diagnostic			read	2
