medcode,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,readcode_gemscript,Severity,cut_off,scale,Reference_std,individual,system
d_64423,Citalopram 10mg tablets (Accord Healthcare Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,04013020,10mg,"","","",2,prodcode
d_32848,Citalopram 10mg tablets (Actavis UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,67890020,10mg,"","","",2,prodcode
d_49165,Citalopram 10mg tablets (Alliance Healthcare (Distribution) Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,04004020,10mg,"","","",2,prodcode
d_42660,Citalopram 10mg tablets (Almus Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,71373020,10mg,"","","",2,prodcode
d_52100,Citalopram 10mg tablets (Arrow Generics Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,04007020,10mg,"","","",2,prodcode
d_59650,Citalopram 10mg tablets (Aurobindo Pharma Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,04014020,10mg,"","","",2,prodcode
d_53787,Citalopram 10mg tablets (Bristol Laboratories Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,04011020,10mg,"","","",2,prodcode
d_33720,Citalopram 10mg tablets (IVAX Pharmaceuticals UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,71225020,10mg,"","","",2,prodcode
d_52408,Citalopram 10mg tablets (Kent Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,04003020,10mg,"","","",2,prodcode
d_34436,Citalopram 10mg tablets (Mylan),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,66451020,10mg,"","","",2,prodcode
d_45286,Citalopram 10mg tablets (Niche Generics Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,66680020,10mg,"","","",2,prodcode
d_52824,Citalopram 10mg tablets (PLIVA Pharma Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,71214020,10mg,"","","",2,prodcode
d_59193,Citalopram 10mg tablets (Ranbaxy (UK) Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,69079020,10mg,"","","",2,prodcode
d_63441,Citalopram 10mg tablets (Rivopharm (UK) Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,44246021,10mg,"","","",2,prodcode
d_34499,Citalopram 10mg tablets (Sandoz Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,65125020,10mg,"","","",2,prodcode
d_60888,Citalopram 10mg tablets (Sigma Pharmaceuticals Plc),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,04010020,10mg,"","","",2,prodcode
d_41528,Citalopram 10mg tablets (Teva UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,68042020,10mg,"","","",2,prodcode
d_56355,Citalopram 10mg tablets (Waymade Healthcare Plc),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,47301020,10mg,"","","",2,prodcode
d_34413,Citalopram 10mg tablets (Zentiva),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,66149020,10mg,"","","",2,prodcode
d_3194,Clomipramine 10mg capsules,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,61463020,10mg,"","","",2,prodcode
d_34866,Clomipramine 10mg capsules (A A H Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,50946020,10mg,"","","",2,prodcode
d_41628,Clomipramine 10mg capsules (IVAX Pharmaceuticals UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,57824020,10mg,"","","",2,prodcode
d_62620,Clomipramine 10mg capsules (Mylan),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,60329020,10mg,"","","",2,prodcode
d_43561,Clomipramine 10mg capsules (Teva UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,54669020,10mg,"","","",2,prodcode
d_26213,Domical 10mg Tablet (Berk Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,55362020,10mg,"","","",2,prodcode
d_3842,Doxepin 10mg capsules,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,62850020,10mg,"","","",2,prodcode
d_24680,Elavil 10mg Tablet (DDSA Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,59132020,10mg,"","","",2,prodcode
d_603,Escitalopram 10mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,78768020,10mg,"","","",2,prodcode
d_63916,Escitalopram 10mg tablets (Actavis UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,26791021,10mg,"","","",2,prodcode
d_42499,Fluoxetine 10mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,98001020,10mg,"","","",2,prodcode
d_1310,Imipramine 10mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,59429020,10mg,"","","",2,prodcode
d_41681,Imipramine 10mg tablets (A A H Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,49845020,10mg,"","","",2,prodcode
d_34222,Imipramine 10mg tablets (Actavis UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,49841020,10mg,"","","",2,prodcode
d_32863,Imipramine 10mg tablets (Teva UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,68803020,10mg,"","","",2,prodcode
d_41731,Isocarboxazid 10mg Tablet (Cambridge Laboratories Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,59180020,10mg,"","","",2,prodcode
d_12207,Isocarboxazid 10mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,63638020,10mg,"","","",2,prodcode
d_12503,Marplan 10mg Tablet (Cambridge Laboratories Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,50286020,10mg,"","","",2,prodcode
d_3083,Mianserin 10mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,64729020,10mg,"","","",2,prodcode
d_7780,Nortriptyline 10mg / Fluphenazine 500microgram tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,68989020,10mg,"","","",2,prodcode
d_4118,Nortriptyline 10mg Capsule,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,65157020,10mg,"","","",2,prodcode
d_3183,Nortriptyline 10mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,65153020,10mg,"","","",2,prodcode
d_65237,Nortriptyline 10mg tablets (A A H Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,77775020,10mg,"","","",2,prodcode
d_55970,Nortriptyline 10mg tablets (King Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,03751020,10mg,"","","",2,prodcode
d_12368,Norval 10mg Tablet (Bencard),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,50774020,10mg,"","","",2,prodcode
d_10787,Parnate 10mg Tablet (Goldshield Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,51010020,10mg,"","","",2,prodcode
d_35021,Paroxetine 10mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,92043020,10mg,"","","",2,prodcode
d_59288,Paroxetine 10mg tablets (Actavis UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,45504020,10mg,"","","",2,prodcode
d_32546,Paxoran 10mg Tablet (Ranbaxy (UK) Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,88346020,10mg,"","","",2,prodcode
d_33074,Praminil 10mg Tablet (DDSA Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,59528020,10mg,"","","",2,prodcode
d_35112,Seroxat 10mg tablets (GlaxoSmithKline UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,93187020,10mg,"","","",2,prodcode
d_10413,Sinequan 10mg capsules (Pfizer Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,55464020,10mg,"","","",2,prodcode
d_8928,Surmontil 10mg tablets (Sanofi),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,55416020,10mg,"","","",2,prodcode
d_2579,Tofranil 10mg Tablet (Novartis Pharmaceuticals UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,55402020,10mg,"","","",2,prodcode
d_3783,Tranylcypromine 10mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,67145020,10mg,"","","",2,prodcode
d_41654,Tranylcypromine 10mg tablets (AMCo),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,65266020,10mg,"","","",2,prodcode
d_4310,Trimipramine 10mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,67280020,10mg,"","","",2,prodcode
d_42228,Trimipramine 10mg tablets (A A H Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,71733020,10mg,"","","",2,prodcode
d_53808,Trimipramine 10mg tablets (Phoenix Healthcare Distribution Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,03784020,10mg,"","","",2,prodcode
d_8726,Tryptizol 10mg Tablet (Merck Sharp & Dohme Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,55440020,10mg,"","","",2,prodcode
d_46801,Amitriptyline 10mg/5ml oral solution,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,00503021,10mg/5ml,"","","",2,prodcode
d_22070,Amitriptyline 10mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,55688020,10mg/5ml,"","","",2,prodcode
d_46818,Amitriptyline 10mg/5ml oral suspension,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,00505021,10mg/5ml,"","","",2,prodcode
d_3777,Amitriptyline 10mg/5ml sugar free oral solution,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,75331020,10mg/5ml,"","","",2,prodcode
d_54827,Citalopram 10mg/5ml oral suspension,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,30393020,10mg/5ml,"","","",2,prodcode
d_39145,Nortriptyline 10mg/5ml Liquid,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,65159020,10mg/5ml,"","","",2,prodcode
d_527,Paroxetine 10mg/5ml oral suspension sugar free,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,72934020,10mg/5ml,"","","",2,prodcode
d_8878,Tryptizol 10mg/5ml sugar free Oral solution (Merck Sharp and Dohme Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,55450020,10mg/5ml,"","","",2,prodcode
d_19779,Amitriptyline 10mg/ml injection,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,60229020,10mg/ml,"","","",2,prodcode
d_26056,Cipralex 10mg/ml oral drops (Lundbeck Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,90873020,10mg/ml,"","","",2,prodcode
d_20152,Escitalopram 10mg/ml oral drops sugar free,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,90871020,10mg/ml,"","","",2,prodcode
d_182,Tryptizol 10mg/ml Injection (Merck Sharp & Dohme Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,55445020,10mg/ml,"","","",2,prodcode
d_21081,Amitriptyline 12.5mg / Chlordiazepoxide 5mg capsules,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,68724020,12.5mg,"","","",2,prodcode
d_62819,Sertraline 12.5mg/5ml oral suspension,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,33810020,12.5mg/5ml,"","","",2,prodcode
d_52516,Alventa XL 150mg capsules (Consilient Health Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,03977020,150mg,"","","",2,prodcode
d_45664,Depefex XL 150mg capsules (Chiesi Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,98863020,150mg,"","","",2,prodcode
d_5710,Efexor XL 150mg capsules (Pfizer Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,85164020,150mg,"","","",2,prodcode
d_51280,Efexor XL 150mg capsules (Waymade Healthcare Plc),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,03970020,150mg,"","","",2,prodcode
d_9206,Manerix 150mg tablets (Meda Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,71994020,150mg,"","","",2,prodcode
d_2883,Moclobemide 150mg tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,72031020,150mg,"","","",2,prodcode
d_41747,Moclobemide 150mg tablets (Teva UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,63795020,150mg,"","","",2,prodcode
d_43673,Politid XL 150mg capsules (Actavis UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96475020,150mg,"","","",2,prodcode
d_41314,Rodomel XL 150mg capsules (Teva UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96241020,150mg,"","","",2,prodcode
d_40817,Tardcaps XL 150mg capsules (IXL Pharma Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96331020,150mg,"","","",2,prodcode
d_39809,Tifaxin XL 150mg capsules (Genus Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96467020,150mg,"","","",2,prodcode
d_57751,Tonpular XL 150mg capsules (Wockhardt UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,98350020,150mg,"","","",2,prodcode
d_40514,Venaxx XL 150mg capsules (AMCo),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,97005020,150mg,"","","",2,prodcode
d_50081,Venlablue XL 150mg capsules (Bluefish Pharmaceuticals AB),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,03976020,150mg,"","","",2,prodcode
d_55501,Venlafaxine 150mg Modified-release capsule (Hillcross Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,76126020,150mg,"","","",2,prodcode
d_2654,Venlafaxine 150mg modified-release capsules,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,85109020,150mg,"","","",2,prodcode
d_60549,Venlafaxine 150mg modified-release capsules (Kent Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,03975020,150mg,"","","",2,prodcode
d_43334,Venlafaxine 150mg modified-release capsules (Sandoz Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96616020,150mg,"","","",2,prodcode
d_39360,Venlafaxine 150mg modified-release tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96447020,150mg,"","","",2,prodcode
d_40062,Venlalic XL 150mg tablets (Ethypharm UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96836020,150mg,"","","",2,prodcode
d_44936,Venlaneo XL 150mg capsules (Kent Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,99210020,150mg,"","","",2,prodcode
d_40092,Vensir XL 150mg capsules (Morningside Healthcare Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96357020,150mg,"","","",2,prodcode
d_40517,Vexarin XL 150mg capsules (Mylan),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96536020,150mg,"","","",2,prodcode
d_40049,ViePax XL 150mg tablets (Dexcel-Pharma Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,96451020,150mg,"","","",2,prodcode
d_54826,Sertraline 150mg/5ml oral suspension,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,33812020,150mg/5ml,"","","",2,prodcode
d_50934,Venlafaxine 150mg/5ml oral solution,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,35355020,150mg/5ml,"","","",2,prodcode
d_62734,Venlafaxine 150mg/5ml oral suspension,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,35023020,150mg/5ml,"","","",2,prodcode
d_6421,Mirtazapine 15mg orodispersible tablets,mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,87476020,15mg,"","","",2,prodcode
d_43253,Mirtazapine 15mg orodispersible tablets (A A H Pharmaceuticals Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,74702020,15mg,"","","",2,prodcode
d_64101,Mirtazapine 15mg orodispersible tablets (Actavis UK Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,74662020,15mg,"","","",2,prodcode
d_43241,Mirtazapine 15mg orodispersible tablets (Aurobindo Pharma Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,76512020,15mg,"","","",2,prodcode
d_61856,Mirtazapine 15mg orodispersible tablets (Consilient Health Ltd),mMHP1,Antidepressant,Depression incl. antidepressants,Common mental health problems,mMHPs,09884020,15mg,"","","",2,prodcode
