medcode,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,readcode_gemscript,Severity,cut_off,scale,Reference_std,individual,system
12770,Cerebral laceration and contusion,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,S61..00,"","","","",1,read
36318,"Contusion, scapular area",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE30100,"","","","",1,read
37479,"Contusion, interscapular region",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE23000,"","","","",1,read
36594,"Contusion, hip and thigh NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE40z00,"","","","",1,read
48325,Cerebellar laceration and contusion,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,S61..11,"","","","",1,read
42692,Cerebral laceration and contusion NOS,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,S61z.00,"","","","",1,read
105701,Cortex laceration and contusion,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,S61..12,"","","","",1,read
52397,[X]Contusion of other and unspecified parts of foot,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,Syu9000,"","","","",1,read
52772,[X]Contusion of other and unspecified parts of lower leg,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,Syu8000,"","","","",1,read
59606,[X]Contusion of other parts of wrist and hand,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,Syu6000,"","","","",1,read
21263,Bruise of ear,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE05.11,"","","","",1,read
34284,Bruise of mandibular joint area,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE06.00,"","","","",1,read
46591,Bruise of periocular tissue,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE11.12,"","","","",1,read
27711,Bruises easily,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,16B2.00,"","","","",1,read
1084,Contusion (bruise) with intact skin,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE...00,"","","","",1,read
29889,"Contusion hand, dorsum",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE32300,"","","","",1,read
30204,"Contusion hand, palm",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE32200,"","","","",1,read
S301,Contusion of abdominal wall,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
17087,Contusion of coccyx,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE23300,"","","","",1,read
S500,Contusion of elbow,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
6996,"Contusion of face, scalp and neck, excluding eye(s)",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE0..00,"","","","",1,read
97729,Contusion of infraorbital nerve,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SJ18.00,"","","","",1,read
22308,Contusion of lower back,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE23200,"","","","",1,read
30733,Contusion of lower back,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE23112,"","","","",1,read
S300,Contusion of lower back and pelvis,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S501,Contusion of other and unspecified parts of forearm,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S801,Contusion of other and unspecified parts of lower leg,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S701,Contusion of thigh,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
8896,Contusion of toe(s) with damage to nail,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SD7y200,"","","","",1,read
25560,"Contusion with skin intact, NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SEz..00,"","","","",1,read
12068,Contusion wrist or hand,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE32.00,"","","","",1,read
57061,"Contusion wrist, dorsum",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE32500,"","","","",1,read
45488,"Contusion wrist, volar",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE32400,"","","","",1,read
14906,"Contusion, abdominal wall",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE22.00,"","","","",1,read
37495,"Contusion, abdominal wall NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE22z00,"","","","",1,read
5139,"Contusion, ankle",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE42100,"","","","",1,read
29090,"Contusion, ankle and foot NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE42z00,"","","","",1,read
44597,"Contusion, ankle and foot, excluding toe(s)",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE42.00,"","","","",1,read
61258,"Contusion, axillary area",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE30200,"","","","",1,read
5586,"Contusion, back",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE23.00,"","","","",1,read
12796,"Contusion, back NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE23z00,"","","","",1,read
12503,"Contusion, breast",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE20.00,"","","","",1,read
6998,"Contusion, buttock",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE23100,"","","","",1,read
17978,"Contusion, cheek",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE01.00,"","","","",1,read
4954,"Contusion, chest wall",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE21.00,"","","","",1,read
53075,"Contusion, clavicular area",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE30400,"","","","",1,read
43606,"Contusion, elbow and forearm NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE31z00,"","","","",1,read
11254,"Contusion, elbow area",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE31100,"","","","",1,read
7402,"Contusion, elbow or forearm",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE31.00,"","","","",1,read
4838,"Contusion, eye NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE1z.00,"","","","",1,read
17870,"Contusion, eyeball",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE13.00,"","","","",1,read
15188,"Contusion, eyelids and periocular tissues",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE11.00,"","","","",1,read
27745,"Contusion, finger",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE33.00,"","","","",1,read
28280,"Contusion, finger NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE33z00,"","","","",1,read
38656,"Contusion, finger, multiple",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE33300,"","","","",1,read
9209,"Contusion, finger, unspecified",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE33000,"","","","",1,read
5320,"Contusion, fingernail (includes subungual haematoma)",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE33200,"","","","",1,read
30087,"Contusion, flank",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE22100,"","","","",1,read
3090,"Contusion, foot",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE42000,"","","","",1,read
10616,"Contusion, forearm area",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE31000,"","","","",1,read
15860,"Contusion, forehead",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE00.00,"","","","",1,read
30347,"Contusion, genital organs NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE24z00,"","","","",1,read
27517,"Contusion, groin",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE22200,"","","","",1,read
9926,"Contusion, gum",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE04.00,"","","","",1,read
12253,"Contusion, hand, excluding finger",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE32000,"","","","",1,read
18589,"Contusion, hip",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE40000,"","","","",1,read
44522,"Contusion, hip and thigh",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE40.00,"","","","",1,read
5952,"Contusion, knee",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE41100,"","","","",1,read
42121,"Contusion, knee and lower leg",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE41.00,"","","","",1,read
29895,"Contusion, knee and lower leg NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE41z00,"","","","",1,read
8434,"Contusion, lip",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE03.00,"","","","",1,read
9670,"Contusion, lower leg",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE41000,"","","","",1,read
7671,"Contusion, lower limb and other unspecified sites",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE4..00,"","","","",1,read
28142,"Contusion, lower limb NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE45.00,"","","","",1,read
41764,"Contusion, lower limb, multiple sites",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE44.00,"","","","",1,read
36485,"Contusion, multiple sites NEC",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE4y.00,"","","","",1,read
39407,"Contusion, multiple sites of trunk",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE2y.00,"","","","",1,read
5953,"Contusion, nose",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE02.00,"","","","",1,read
34453,"Contusion, perineum",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE24000,"","","","",1,read
23771,"Contusion, scalp",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE09.00,"","","","",1,read
62899,"Contusion, shoulder and upper arm NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE30z00,"","","","",1,read
62803,"Contusion, shoulder and upper arm, multiple sites",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE30y00,"","","","",1,read
37355,"Contusion, shoulder area",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE30000,"","","","",1,read
12069,"Contusion, shoulder or upper arm",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE30.00,"","","","",1,read
28015,"Contusion, site NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE4z.00,"","","","",1,read
36395,"Contusion, throat",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE07.00,"","","","",1,read
8670,"Contusion, thumb",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE33100,"","","","",1,read
7928,"Contusion, toe",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE43.00,"","","","",1,read
17491,"Contusion, trunk",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE2..00,"","","","",1,read
25669,"Contusion, upper arm",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE30300,"","","","",1,read
9459,"Contusion, upper limb",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE3..00,"","","","",1,read
44456,"Contusion, upper limb NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE3z.00,"","","","",1,read
44298,"Contusion, upper limb, multiple sites",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE3y.00,"","","","",1,read
17214,"Contusion, wrist",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE32100,"","","","",1,read
33792,"Contusion, wrist and hand NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE32z00,"","","","",1,read
19962,"Contusion,trunk NOS",HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE2z.00,"","","","",1,read
10764,Heel bruise,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE42011,"","","","",1,read
18430,Late effect of contusion,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SC13.00,"","","","",1,read
46267,Liver haematoma and contusion without open wound into cavity,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,S740100,"","","","",1,read
63868,Lung contusion without mention of open wound into thorax,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,S712100,"","","","",1,read
20117,Other contusion neck,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE08.00,"","","","",1,read
12729,Shoulder bruise,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE30011,"","","","",1,read
7144,Toenail bruise,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,SE43.11,"","","","",1,read
10385,"Laceration of head, neck and trunk",HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S8...11,"","","","",1,read
19915,Abrasion head NOS,HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,SD00z00,"","","","",1,read
10207,Dermabrasion of skin of head or neck,HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,7G2G000,"","","","",1,read
24763,Multiple superficial injuries of head,HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,SD08.00,"","","","",1,read
S007,Multiple superficial injuries of head,HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
S009,"Superficial injury of head, part unspecified",HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S008,Superficial injury of other parts of head,HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
4896,"Abrasion, face",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,SD00000,"","","","",1,read
24031,"Abrasion of penis, infected",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,SD11A00,"","","","",1,read
S307,"Multiple superficial injuries of abdomen, lower back and pelvis",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S507,Multiple superficial injuries of forearm,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S707,Multiple superficial injuries of hip and thigh,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S807,Multiple superficial injuries of lower leg,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S107,Multiple superficial injuries of neck,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S407,Multiple superficial injuries of shoulder and upper arm,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S607,Multiple superficial injuries of wrist and hand,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T009,"Multiple superficial injuries, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S308,"Other superficial injuries of abdomen, lower back and pelvis",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T003,Superficial injuries involving multiple regions of lower limb(s),HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T002,Superficial injuries involving multiple regions of upper limb(s),HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T006,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S309,"Superficial injury of abdomen, lower back and pelvis, part unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S004,Superficial injury of ear,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S509,"Superficial injury of forearm, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S709,"Superficial injury of hip and thigh, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
S809,"Superficial injury of lower leg, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T130,"Superficial injury of lower limb, level unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S109,"Superficial injury of neck, part unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S208,Superficial injury of other and unspecified parts of thorax,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S409,"Superficial injury of shoulder and upper arm, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T140,Superficial injury of unspecified body region,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S609,"Superficial injury of wrist and hand, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S799,Unspecified injury of hip and thigh,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S221,Multiple fractures of thoracic spine,HPRCM2,Intra-abdominal injuries or spinal fractures,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S310,Open wound of lower back and pelvis,HPRCM2,Intra-abdominal injuries or spinal fractures,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
S398,"Other specified injuries of abdomen, lower back and pelvis",HPRCM2,Intra-abdominal injuries or spinal fractures,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
357,Unspecified thickness burn of unspecified part of face/head,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,SH10000,"","","","",1,read
9475,"Burn of the face, head or neck",HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,SH1..00,"","","","",1,read
19077,Burning mouth syndrome,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,J08zC00,"","","","",1,read
10304,"Burn of the face, head or neck NOS",HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,SH1z.00,"","","","",1,read
5080,Burn confined to eye and adnexa,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,SH0..00,"","","","",1,read
10133,"Abrasion or friction burn of head, without infection",HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,SD00.00,"","","","",1,read
28304,Chemical burn of eyelids and periocular area,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,SH00.00,"","","","",1,read
11999,Face burns,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,SH1..11,"","","","",1,read
35233,Abrasion or friction burn of eyelid,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,SD80011,"","","","",1,read
