code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual
9508	[X]Acute alcoholic drunkenness	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
33635	Chronic alcoholism NOS	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
28150	Nondependent alcohol abuse NOS	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
5758	[X]Chronic alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
35859	Pregnancy alcohol advice	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
94553	Referral to specialist alcohol treatment service	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
5611	[X]Mental and behavioural disorders due to use of alcohol	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
1476	Delirium tremens	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
4500	Korsakov's alcoholic psychosis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
94485	Alcohol screen - AUDIT PC completed	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
18156	Alcoholics anonymous	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
9169	[D]Alcohol blood level excessive	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
108925	Brief intervention	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
19217	Alcohol causing toxic effect	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
97309	Advised to contact primary care alcohol worker	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
97501	Alcoh use disor id test Piccinelli consumption questionnaire	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
21650	Admitted to alcohol detoxification centre	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
8388	[V]Alcohol rehabilitation	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
18252	"Accidental poisoning by alcohol, NEC"	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe		2	read	2
103230	Lower risk drinking	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
17259	"[X]Delirium tremens, alcohol induced"	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
16225	Alcohol withdrawal delirium	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
2925	Alcoholic polyneuropathy	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
7123	[V]Personal history of alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
97680	Declined referral to specialist alcohol treatment service	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
12976	Suspect alcohol abuse - denied	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
4915	Alcoholic cardiomyopathy	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
24735	O/E - breath - alcohol smell	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
30460	Alcoholism counselling	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
22277	DTs - delirium tremens	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
23610	"Nondependent alcohol abuse, continuous"	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
39327	[X]Mental and behav dis due to use alcohol: dependence syndr	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
99877	Feels should cut down drinking	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
24984	Alcohol-induced chronic pancreatitis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
11107	Wernicke's encephalopathy	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
47123	Alcohol counselling by other agencies	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
102564	Advised to abstain from alcohol consumption	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
16237	Alcoholic psychoses	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
23945	Fetal alcohol syndrome	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
23978	[X]Evid of alcohol involv determind by level of intoxication	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
24064	Continuous chronic alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
36748	Alcoholic encephalopathy	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
17607	[X]Alcoholic psychosis NOS	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
38061	Alcohol induced hallucinations	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
44299	[X]Mental & behav dis due to use alcohol: acute intoxication	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
20407	Drunkenness - pathological	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
56410	Delivery of rehabilitation for alcohol addiction	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
26106	Episodic chronic alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
21879	[X]Mental and behav dis due to use of alcohol: harmful use	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
27518	Hangover (alcohol)	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
18636	Wernicke-Korsakov syndrome	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
96107	Single alcohol screening questionnaire	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
8363	Oesophageal varices in alcoholic cirrhosis of the liver	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
17330	Alcoholic hepatic failure	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
29691	Aversion therapy - alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
103459	Referral to community alcohol team declined	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
6467	[X]Alcoholic hallucinosis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
84218	Disqualified from driving due to excess alcohol	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
24485	Chronic alcoholism in remission	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
102665	Increasing risk drinking	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
22707	Drinking problem scale	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
11670	"[X]Korsakov's psychosis, alcohol induced"	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
12950	[X]Eviden of alcohl involv blood alcohl level <20 mg/100 ml	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
41983	Alcohol detoxification	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
104611	Alcohol-induced acute pancreatitis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
43193	Unspecified chronic alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
36296	Acute alcoholic intoxication in alcoholism NOS	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
96993	Referral to alcohol brief intervention service	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
25110	Alcohol withdrawal hallucinosis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
36714	Ethanol causing toxic effect	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
42305	Severity of alcohol dependence questionnaire	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
17777	Inebriety NOS	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
10458	[V]Screening for alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
33670	Other alcoholic psychosis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
12353	[X]Mental & behav dis due to use alcohol: psychotic disorder	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
20514	[X]Mental and behav dis due to use alcohol: withdrawal state	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
4501	Wernicke's encephalopathy	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
102247	Extended interven for excessive alcohol consumption declined	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
100493	Five-shot questionnaire on heavy drinking	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
30404	Alcoholic paranoia	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
31742	Alcoholic myopathy	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
102448	Higher risk drinking	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
40530	"Acute alcoholic intoxication, unspecified, in alcoholism"	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
102770	SADQ - Severity of alcohol dependence questionnaire	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
37691	[X]Chronic alcoholic brain syndrome	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
16587	[V]Problems related to lifestyle alcohol use	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
30036	"[X]Poisoning/exposure, ? intent, to alcohol"	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
59574	"Acute alcoholic intoxication in remission, in alcoholism"	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
17149	[V]Blood-alcohol and blood-drug test	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
46677	Alcohol withdrawal regime	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
7602	Chronic alcoholic hepatitis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
102577	Severity of alcohol dependence questionnaire	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
21713	Alcoholic fibrosis and sclerosis of liver	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
30162	[X]Alcoholic paranoia	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
109108	Alcohol dependence resolved	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
65980	Alcohol use inventory	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
109701	Emergency dept attendanc related to personl alcohl consumptn	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
67651	Alcoholic psychosis NOS	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
31569	Nondependent alcohol abuse in remission	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
50507	Alcohol dependence scale	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
21624	Episodic acute alcoholic intoxication in alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
39799	[X]Mental and behav dis due to use alcohol: amnesic syndrome	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
11106	Korsakov's alcoholic psychosis with peripheral neuritis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
33839	Cerebellar ataxia due to alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
57714	Alcohol dependence with acute alcoholic intoxication	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
32454	[X]Eviden of alcoh involv blood alcoh level 120-199mg/100ml	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
47555	Cerebral degeneration due to alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
64101	[X]Men & behav dis due alcohl: withdrawl state with delirium	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
36687	Alcohol deterrent poisoning	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
41251	BMAST - Brief Michigan alcoholism screening test	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
57939	Pathological alcohol intoxication	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
20762	Alcohol amnestic syndrome	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
66831	SADQ - Severity of alcohol dependence questionnaire	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
40602	ADS - Alcohol dependence scale	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
109668	Specialist alcohol treatment service signposted	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
109800	Hospital attendance related to personal alcohol consumption	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
37946	Chronic alcoholic brain syndrome	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
56947	Continuous acute alcoholic intoxication in alcoholism	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
108644	In-house alcohol detoxification	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
110382	Withdrawn from alcohol detoxification programme	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
27670	Maternal care for (suspected) damage to fetus from alcohol	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
46848	DPS - Drinking problem scale	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
61583	[V]Medicolegal blood alcohol test	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
110624	Alcohol relapse prevention	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
37605	Dipsomania	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
64389	[X]Ment & behav dis due use alcohol: unsp ment & behav dis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
45169	[X]Men & behav dis due to use alcohol: oth men & behav dis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
62000	[X]Men & behav dis due alcoh: resid & late-onset psychot dis	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
65754	Alcohol-induced pseudo-Cushing's syndrome	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
48514	Denatured alcohol causing toxic effect	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
53428	[X]Eviden of alcohl involv blood alcohl level 80-99mg/100ml	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
95181	Alcohol reduction programme	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
62300	Short alcohol dependence data	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild	1		read	2
100989	Breath alcohol level	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Mild			read	2
41638	[X]Int self poison/exposure to alcohol at home	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Moderate			read	2
47907	[X]Eviden of alcoh involv blood alcoh level 200-239mg/100ml	Alcohol misuse	Alcohol misuse	Alcohol misuse	Substance misuse	Severe			read	2
