medcode,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,readcode_gemscript,Severity,cut_off,scale,Reference_std,individual,system
24441,Opioid drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
82471,H/O cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
11708,Overdose of biological substance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
28976,Drug addiction detoxification therapy - methadone,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
11840,Cocaine type drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
22186,Amphetamine or other psychostimulant dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
45550,Substance misuse clinical management plan agreed,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
9024,Drug dependence therapy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30750,Delivery of rehabilitation for drug addiction,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
12856,Referral to drug abuse counsellor,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
22079,Injecting drug user,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
34398,Drug misuse - enhanced services administration,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30598,Opiate dependence detoxification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
86036,H/O opiate misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
96925,Heroin misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
82479,H/O heroin misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
86754,H/O daily cannabis misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
13568,H/O: repeated overdose,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
85096,H/O amphetamine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
16256,Drug psychoses,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
26002,Drug psychosis NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30465,DNA - Did not attend substance misuse clinic,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
9615,[X]Drug addiction NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
99775,Intentional overdose of prescription only medication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
29017,Drug rehabilitation,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30550,Never injecting drug user,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
11746,[X]Drug addiction - cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
28422,[V]Drug rehabilitation,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
7234,Suspected abuse hard drugs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
29728,Drug addiction notification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
28766,Persistent substance misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
26686,Neonatal Abstinence Syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
28710,[X]Overdose - heroin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30614,Drug detoxification programme completed,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
25527,"[X]Cold turkey, opiate withdrawal",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
11842,Referral to community drug dependency team,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
97586,Shared care drug misuse treatment - enhanced services admin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
43487,Drug addiction maintenance therapy - buprenorphine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
21877,FH: Drug addiction,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30565,Failed heroin detoxification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
34249,[X]Mental and behav dis due to use opioids: dependence syndr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
62490,Drug misuse - enhanced service completed,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
97229,High risk drug monitoring three monthly review,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
12628,Drug-induced paranoid state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
10655,[X]Mental and behavioural disorders due to use cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
86035,H/O crack cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
107355,Seen in drug misuse clinic,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
103643,Suspected drug overdose,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
14809,"Combined drug dependence, excluding opioids",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
21087,Ecstasy type drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
24616,"Cannabis dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
43075,Continuous opioid dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
16907,[X]Deliberate drug poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
97676,Drug misuse treatment primary care - enhanced services admin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30205,[D]Drug induced hyperglycaemia,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
29861,[X]Overdose - aspirin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
37544,Ecstasy poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
84413,Referral to drugs worker,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
22103,Drug-induced personality disorder,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
34504,Newborn drug withdrawal syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
22059,Morphine dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30679,Drug dependence home detoxification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30311,Neonat withdrawal symptom from mat use of drug of addiction,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","",2,2,read
30034,[X]Mental and behavioural disorders due to psychoactive subs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
26061,Combined opioid with other drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
85097,H/O methadone misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
41413,Adverse reaction to opiates or related narcotics NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
33462,Cannabis drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
30481,[X]Abuse of non-dependence-producing substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
28642,Substance misuse increased,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
20026,Drug-induced hallucinosis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
100178,Admission to substance misuse detoxification centre,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
85095,Referral to drugs therapist,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
8870,Maternal drug abuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
10656,[X]Men & behav disorder multiple drug use/psychoactive subst,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
65927,Drug addict-notify local SMR22,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
97031,Ecstasy misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
86002,H/O daily heroin misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
20458,Heroin poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
45748,[X]Overdose - diazepam,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
60355,Methadone maintenance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
47335,[X]Mental and behavioural disorders due to use of opioids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
42923,"Cannabis dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
51052,Drug addiction detoxification therapy - buprenorphine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
25808,"Cocaine dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
100723,Substitute prescribing,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
25646,Amphetamine or psychostimulant dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
93850,Referral to substance misuse service,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
32804,Opium dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
106397,Seen by community drug team,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
31605,[X]Accident poisoning/exposure to alcohol,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
98566,Pharmacy attended for drug misuse - enhanced services admin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
18382,Drug-induced Cushings syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
32760,Opiate poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
38034,Unspecified opioid dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
46280,[X]Overdose - antidepressant,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
33942,Cocaine drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
32052,[X]Mental and behavioural disorders due to use of cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
37316,Marihuana dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
85091,H/O daily cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
37472,"Amphetamine or psychostimulant dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
86041,Uses heroin on top of substitution therapy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
14415,Urine methadone,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
44886,[X]Overdose - ibuprofen,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
31754,Amfetamine poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
90109,H/O weekly cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
51197,Other specified drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
29783,Drug-induced delirium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
38429,[X]Mental & behav dis due to cannabinoids: psychotic disordr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
36231,Cannabis poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
15876,Pathological drug intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
27960,Opioid dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
48324,[X]Overdose - benzodiazepine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
51381,[X]Overdose - temazepam,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
32653,Drug dependence self detoxification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
21683,LSD dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
25684,Poisoning undetermined - accidentally or purposely inflicted,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","",2,2,read
30049,Accidental poisoning from mushrooms,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
24379,[X]Abuse of steroids or hormones,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
34703,[X]Overdose - amitriptyline,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
20962,Episodic opioid dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
101724,H/O major tranquilliser misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
56504,[X]Mental and behav dis due to cannabinoids: dependence synd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
45997,Drug-induced paranoia or hallucinatory states,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
91939,Substance misuse treatment withdrawn,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
88760,H/O daily opiate misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
10859,Cocaine poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
90664,H/O daily amphetamine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
98927,High risk drug monitoring six monthly review,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
55415,Accidental poisoning by alcohol NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
58743,Drug addiction notif NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
24637,[X]Ment/behav dis mlti drug use/oth psyc sbs: psychotc dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
46244,Drug-induced depressive state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
36241,[X]Mental and behav dis due to use opioids: withdrawal state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
55395,[X]Overdose - sleeping tabs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
44330,[X]Mental and behav dis due to seds/hypntcs: dependence synd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
42921,Drug withdrawal regime,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
31736,[X]Mental & behav disorders due to use of volatile solvents,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
25748,"Cocaine dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
26313,Craving for drugs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
40781,Other specified drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
93980,Opioid agonist substitution therapy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
33585,[X]Drug addiction - solvent,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
27579,Accidental poisoning by amphetamine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
43296,Hypnotic or anxiolytic abuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
96149,Paternal drug misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
50343,[X]Mental and behav dis due to use cannabinoids: harmful use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
51135,Other drug psychoses,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
45208,[X]Mental and behav dis mlti/oth psych sbs: dependence syndr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
38360,"Amphetamine or psychostimulant dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
40317,Methadone poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
24849,Drug addict notific to CMO,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
52794,"Cannabis dependence, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
103241,Shared care drug misuse treatment,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
43101,[X]Mental & behav disorder due other stimulants inc caffein,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
