code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual
Z601	Atypical parenting situation	Family disruption NOS	Family disruption NOS	Family disruption NOS	Adverse family environment				ICD-10	3
Z633	Absence of family member	Family disruption NOS	Family disruption NOS	Family disruption NOS	Adverse family environment			2	ICD-10	3
Z634	Disappearance and death of family member	Family disruption NOS	Family disruption NOS	Family disruption NOS	Adverse family environment				ICD-10	3
Z635	Disruption of family by separation and divorce	Family disruption NOS	Family disruption NOS	Family disruption NOS	Adverse family environment			2	ICD-10	3
20034	Arrested in police custody	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
23404	Criminal record	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
16209	Police record	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
21186	Charged with crime	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
8678	Police medical examination	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
28956	Discharge to police custody	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
26256	[V]Convict in civil+criminal proceeds without imprisonment	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
18432	Crime victim counselling	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
16732	Legal intervention causing injury	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
63158	Police request to attend NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
23969	"Injury due to legal intervention, cut NOS"	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
46459	"Injury due to legal intervention, stab NOS"	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
41606	Illegally induced abortion	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
71569	Injury due to legal intervention NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
42390	Boyfriend arrested	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
37632	Injury due to legal intervention by blunt object	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
93571	Referral by youth offending team	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
16254	Injury due to legal intervention by rifle bullet	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
50901	Injury due to legal intervention by shot NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
49467	Self-induced abortion	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
28588	Pleads guilty	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
109289	Witness to adult criminal activity	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	1
72229	Illegal abortion incomplete	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
50754	Injury due to legal intervention by firearms	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
58606	[X]Struck with truncheon by police officer	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
24178	[X]Sequelae of legal intervention	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
32809	Injury due to legal intervention by bayonet	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
72117	Injury due to legal intervention cutting/stabbing instrument	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
21187	Police request-attend + exam	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
31538	[X]Offences in the context of gang membership	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
60852	Injury due to legal intervention by gas	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
68995	Injury due to legal intervention by rubber bullet	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
71289	Criminal abortion	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
97462	H/O: 5 abortions	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
96598	Number of induced abortions	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
97328	H/O: 4 abortions	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
52997	[X]Legal intervention involving gas	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
56660	Injury due to legal intervention by poisoning by gas	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
62621	Injury due to legal intervention by blow NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
59330	"Place of occurrence of accident or poisoning, prison"	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
63256	Police attend request-unpaid	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
64867	Injury due to legal intervention by other specified means	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
95927	[X]Legal intervention involving firearm discharge	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
100172	Injury due to legal intervention by mortar bomb	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
54399	"Place of occurrence of accident or poisoning, jail"	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
47435	"Readmission for retained produc of concept, illegal abortion"	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
53229	Unspecified illegal abortion NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
66561	Illegal abortion complete	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
71529	Illegal abortion unspecified	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
94404	Incomplete illegal abortion NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
96418	Illegally induced abortion NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
96652	Incomplete legal abortion with other specified complication	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
97991	Complete illegal abortion with other specified complication	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
101050	Complete illegal abortion + genital tract/pelvic infection	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
110575	H/O: 6 abortions	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
59822	Injury due to legal intervention by manhandling NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
61723	Injury due to legal intervention by granade	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
67930	Illegal tennant	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
89558	Injury due to legal intervention by unspecified means	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112062	Unspec illegal abortion + genital tract or pelvic infection	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112063	Unspec illegal abortion + delayed or excessive haemorrhage	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112064	Unspecified illegal abortion + pelvic organ/tissue damage	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112065	Unspecified illegal abortion with renal failure	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112066	Unspecified illegal abortion with metabolic disorder	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112067	Unspecified illegal abortion with shock	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112068	Unspecified illegal abortion with embolism	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112069	Unspecified illegal abortion + other specified complication	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112070	Unspecified illegal abortion with complication NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112071	Unspecified illegal abortion with no mention of complication	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112072	Incomplete illegal abortion + genital tract/pelvic infection	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112073	Incomplete illegal abortion + delayed/excessive haemorrhage	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112074	Incomplete illegal abortion + pelvic organ/tissue damage	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112075	Incomplete illegal abortion with renal failure	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112076	Incomplete illegal abortion with metabolic disorder	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112077	Incomplete illegal abortion with shock	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112078	Incomplete illegal abortion with embolism	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112079	Incomplete illegal abortion + other specified complication	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112080	Incomplete illegal abortion with complication NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112081	Incomplete illegal abortion with no mention of complication	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112082	Complete illegal abortion + delayed or excessive haemorrhage	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112083	Complete illegal abortion + pelvic organ/tissue damage	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112084	Complete illegal abortion with renal failure	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112085	Complete illegal abortion with metabolic disorder	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112086	Complete illegal abortion with shock	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112087	Complete illegal abortion with embolism	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112088	Complete illegal abortion with complication NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112089	Complete illegal abortion with no mention of complication	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112090	Complete illegal abortion NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
60770	"Injury due to legal intervention, struck by baton"	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
67216	Injury due to legal intervention by revolver	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
68140	"Injury due to legal intervention, struck by stave"	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
73152	Injury due to legal intervention by other means NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
93035	Injury due to legal intervention by cutting/stabbing NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
96911	Referred by Prolific Offending team	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
99374	Injury due to legal intervention by blunt object NOS	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
101315	[X]Legal intervention involving sharp objects	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
105642	Medicaly fit adjudication Young Offender Institution Rule 49	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
106835	Injury due to legal intervention by tear gas	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
111425	[X]Legal intervention involving blunt objects	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112354	[X]Legal intervention	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
112371	Review of court order	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
110475	Under care of Youth Justice Service	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
Y35	Legal intervention	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Y350	Legal intervention involving firearm discharge	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Y351	Legal intervention involving explosives	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Y352	Legal intervention involving gas	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Y353	Legal intervention involving blunt objects	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Y354	Legal intervention involving sharp objects	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Y356	Legal intervention involving other specified means	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Y357	"Legal intervention, means unspecified"	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Y890	Sequelae of legal intervention	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
1123	In prison	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
26013	Prison sentence	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
21521	Prison record	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
10269	Released from prison	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
104541	Police report received - no action required	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
28655	[V]Imprisonment	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
37738	Imprisonment record	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
29760	[V]Problems related to release from prison	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
24769	Husband in prison	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
104403	Police report received - action required	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
39981	Imprisonment of family member	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	3
47055	[V]Imprisonment and other incarceration	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
52682	Prison medical examination	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
71242	Referred by probation service worker	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment			2	read	2
53439	[V]Prison medical	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
109346	Young offender	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
68095	Girlfriend arrested	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
110223	Juvenile offender	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
109373	Prison practice	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
105175	Medically fit for activity outside prison	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				read	2
Z650	Conviction in civil and criminal proceedings without imprisonment	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Z651	Imprisonment and other incarceration	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
Z652	Problems related to release from prison	Parental criminal activity/Imprisonment	Family disruption NOS	Parental criminal activity/Imprisonment	Adverse family environment				ICD-10	2
1260	Legal problem	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment			2	read	2
1847	Court case pending	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment			2	read	2
22106	Legal insurance problem	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment			2	read	2
26748	Legal service	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
26764	Legal service NOS	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
56696	Consideration of legal issues	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
32291	[V]Legal problems	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
45568	Court order proceedings	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
24935	Legal problem in family	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
60613	Granting of court order	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
104576	Subject to court order	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
96111	Discharge of court order	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
101364	Court order procedures	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment				read	2
Z653	Problems related to other legal circumstances	Parental legal problems	Family disruption NOS	Socioeconomic circumstances	Adverse family environment			2	ICD-10	2
35485	Advice about child safety	Advice about child safety	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
33800	Advice about child safety	Advice about child safety	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
465	Domestic stress	Domestic stress	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
10577	Aggressive behaviour	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	2
2641	Aggressive outburst	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	2
17862	Family circumstance NOS	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	3
5705	Dribbling of urine	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
18267	Report to Drug Safety Research Unit	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
7230	[D]Self neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	2
11210	Statement made to police	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
16130	Concerned about appearance	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
