code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual
69598	[X]Strikng against/struck by othrr object occ unspecif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
66023	[X]Handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
58008	[X]Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
32033	[X]Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
59376	[X]Assault by sharp object occurrn at other specified place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
48069	Assault by poisoning by drugs or medicines	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
34017	"[X]Assault by blunt object, occurrence on street / highway"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
65211	Assault by bomb in car	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
66700	Assault by petrol bomb	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
46506	[X]Assault by other specified chemicals+noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
52873	[X]Assault by other specif means occurrn unspecified place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
65989	Assault by fire	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
48607	Assault by other firearms	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
43870	[X]Assault by unspecified means occurrn on street / highway	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
56940	[X]Hit strck kick twist bit/scr anoth pers oth specif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
25308	[X]Discharge from other and unspecified firearms	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
57086	Assault by handgun	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
71311	"[X]Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
35791	"[X]Crushed, pushed or stepped on by crowd or human stampede"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
48805	[X]Hit struck kick twist bit/scratch anoth pers resid instit	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			read	1
94336	[X]Struck by thrwn projectd/fallng obj occ unspecif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
53135	[X]Assault by othr specif means occurrn on street / highway	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
54388	Assault by antipersonnel bomb	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
31028	[X]Hit strck kick twist bit/scrtch anoth pers sprt/athl area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
59088	[X]Hit struck kick twist bitten/scratch anoth pers occ home	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			read	1
60884	[X]Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
50438	[X]Assault by blunt object occ at sch oth ins/pub adm area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
41303	Assault by letter bomb	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
71264	[X]Assault by sharp object occ at sch oth ins/pub adm area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
42123	Assault by suffocation	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
72511	"Assault by corrosive or caustic substance, except poisoning"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
64149	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
50166	Assault by hot liquid	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
22711	[X]Assault by oth specif means occ sch oth ins/pub adm area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
25065	[X]Assault by blunt object occurrn at other specified place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
33894	[X]Assault by unspecified means occ sch oth ins/pub adm area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
58748	Assault by bomb NOS	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
49299	[X]Assault by sharp object occurrence at trade/service area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
65289	Assault by caustic substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
64152	"[X]Assault by bodily force, occurrence at sport/athlet area"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
64198	[X]Assault by unspecified means occurrn other specif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
60464	[X]Contact with knife sword/dagger occurrn on street/highwy	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
51749	[X]Assault by pushing / placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
38665	[X]Disch from oth/unspecif firearm occ at unspecified place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
60606	[X]Rifle shotgun+largr firearm disch occ at unspecif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
66737	Assault by handgun NOS	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
62109	[X]Oth fall sme levl coll/push anoth per occ oth spec place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
92315	[X]Assault by oth specif means occurrn resident institution	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			read	1
96649	[X]Assault oth+unsp firearm discharge occ unspecified place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
50153	Assault by drowning	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
54928	"[X]Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
35173	"[X]Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
55285	Assault by hanging	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
60248	[X]Assault by hanging strangulatn+suffocatn occurrn at home	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			read	1
93052	[X]Hanging strangulat+suffocat undet intent occurrn at home	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			read	1
65968	[X]Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
71032	[X]Assault by pesticide	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
71472	Assault by poisoning by other gases or vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
95160	Assault by poisoning NOS	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
103153	[X]Hit strck kick twist bittn/scrtch anoth pers street/h'way	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
109535	[X]Hit struck kick twist bitten/scratch anoth pers occ farm	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
72958	[X]Assault by other specif means occurrn other specif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
47062	Assault by bomb in house	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
55279	Assault by military firearms	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
63383	Assault by pistol	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
71426	[X]Assault by sharp object occurrn at sports/athletics area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
50493	Assault by corrosive substance NOS	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
61476	[X]Assault by gases and vapour occurrn at unspecified place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
63862	[X]Assault unspecif chemicl/noxous subst occ unspecif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
105193	[X]Assault drug medicam+biolog subs occ sch/ins/pub adm area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
53154	[X]Struck by thrwn projectd/fallng obj occ oth specif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
58820	[X]Asslt by push/plac victm befr mov obj occ oth specif plce	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
59512	[X]Struck by thrown projectd/falling object occurrn at home	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			read	1
66473	[X]Assault by push fr high plce occ sch oth ins/pub adm area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
72819	[X]Strikng against/strck by othr objct occ on street/highway	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
104195	[X]Assault by explosive material occurrn other specif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
67376	[X]Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
68823	Assault by explosive NOS	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
103138	[X]Assault by sharp object occurrn in resident institution	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			read	1
61495	[X]Assault by hanging strangl+suffoc occurrn street/highway	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
68244	[X]Assault hanging strangul+suffoc occ sch/ins/pub adm area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
101823	[X]Assault by hanging strangul+suffoc occ trade/servce area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
65677	"[X]Assault by pesticides, occurrence on farm"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
71727	[X]Assault unspecif chemical/noxous subst occ street/highway	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
97684	[X]Assault by gas+vapour occ school oth inst/pub admin area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
99109	"[X]Assault by pesticides, occurrence at unspecified place"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
100389	[X]Assault by pesticides occurrn in residential institution	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			read	1
107626	[X]Assault by gas+vapour occurrn at industr/construct area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
61672	[X]Crush push/step by crowd/human stampede oth specif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
63418	[X]Strik agnst/bump into by anoth pers occ on street/highway	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
63579	[X]Assault by explosive material occurrn indust/constr area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
66071	[X]Struck by thrown projectd/falling object occurrn on farm	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
73938	"[X]Assault by bodily force, occurrence on farm"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
96663	[X]Strikng against/struck by other object occ in resid inst	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			read	1
97983	[X]Assault by push from high place occurrn oth specif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
99091	[X]Crush push/step on by crowd/humn stampede occ resid inst	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			read	1
99448	[X]Assault by oth specif means occurrn sports/athletic area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
101536	[X]Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
109428	[X]Oth fall sme levl coll/push anth pers occ trad/serv area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
112348	[X]Hit strck kick twist bit/scr anoth pers indust/cnstr area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
112618	[X]Oth fall lvl col/push anoth per occ sch/inst/pub adm area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
54260	[X]Assault by blunt object occurrn in resident institution	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			read	1
56280	[X]Assault by blunt object occurrn at sports/athletics area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
92504	[X]Assault by blunt object occurrence at trade/service area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
62522	[X]Assault by unspecified means occurrn resident institut'n	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			read	1
108068	"[X]Assault by unspecified means, occurrence on farm"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
66800	[X]Assault by handgun discharge occurrenc oth specif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
93173	[X]Assault by handgun discharge occurrenc at unspecif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
98708	"[X]Handgun discharge, occurrence at unspecified place"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			read	1
102071	[X]Assault oth+unsp firearm discharge occ oth specif place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
112244	[X]Disch from other/unspecif firearms occ in resid instit'n	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			read	1
111332	[X]Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
58965	[X]Assault oth+unsp firearm discharge occ on street/highway	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
60558	Assault by revolver	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
99882	[X]Rifle shotgun+largr firarm disch occ at sport/athlet area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
102153	[X]Rifle shotgun+largr firarm disch occ at trade/servce area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
103191	"[X]Handgun discharge, occurrence on street and highway"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
103806	[X]Assault by handgun discharge occurrenc on street/highway	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
105618	[X]Disch from oth/unspecif firearm occ at trade/servce area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
112213	[X]Assault by handgun discharge occurrn trade/service area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
112384	[X]Assault oth+uns firarm discharge occ sch/ins/pub adm area	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
50655	[X]Assault by crash of motor vehicle occ on street/highway	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				read	1
Y040	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
Y099	Assault by unspecified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
Y049	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
R456	Physical violence	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y009	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
Y080	Assault by other specified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
Y089	Assault by other specified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X990	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X991	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X998	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X999	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X910	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X911	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X918	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X919	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X850	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X851	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X858	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X859	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X860	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X861	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X868	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X869	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X870	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X871	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X878	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X879	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X880	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X881	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X888	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X889	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X890	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X891	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X898	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X899	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X900	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X901	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X908	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X909	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X980	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
